b,continuity_recovery_rate,cross_platform_link_rate,false_negative_rate,link_rate_cross_platform_long,link_rate_cross_platform_short,link_rate_intra_platform_distant,link_rate_migration_consecutive,link_rate_post_migration_consecutive,link_rate_pre_migration_consecutive,mean_J_cross_platform_long,mean_J_cross_platform_short,mean_J_intra_platform_distant,mean_J_migration_consecutive,mean_J_post_migration_consecutive,mean_J_pre_migration_consecutive,migration_degradation,migration_link_rate,n_cross_platform_long,n_cross_platform_short,n_intra_platform_distant,n_migration_consecutive,n_post_migration_consecutive,n_pre_migration_consecutive,post_migration_recovery,r,seed,sweep_key,sweep_value
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3614583333333333,0.54375,0.778125,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,66,perturbation_magnitude,0.0
2,0.5,0.0,1.0,0.0,0.0,0.05,0.0,0.2,0.8,0.2916666666666667,0.53125,0.7484375,0.625,0.90625,0.925,0.5,0.0,30,5,20,1,5,5,0.2,16,67,perturbation_magnitude,0.0
4,1.0,0.0,1.0,0.0,0.0,0.8,0.0,1.0,1.0,0.2916666666666667,0.53125,0.7484375,0.625,0.90625,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,67,perturbation_magnitude,0.0
8,1.0,1.0,0.0,0.2,1.0,1.0,1.0,1.0,1.0,0.2916666666666667,0.53125,0.7484375,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,67,perturbation_magnitude,0.0
16,1.0,1.0,0.0,0.7666666666666667,1.0,1.0,1.0,1.0,1.0,0.2916666666666667,0.53125,0.7484375,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,67,perturbation_magnitude,0.0
2,0.4,0.0,1.0,0.0,0.0,0.15,0.0,0.2,0.6,0.32395833333333335,0.54375,0.78125,0.625,0.9125,0.925,0.4,0.0,30,5,20,1,5,5,0.2,16,68,perturbation_magnitude,0.0
4,1.0,0.2,0.0,0.0,0.2,0.6,1.0,1.0,1.0,0.32395833333333335,0.54375,0.78125,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,68,perturbation_magnitude,0.0
8,1.0,1.0,0.0,0.3,1.0,1.0,1.0,1.0,1.0,0.32395833333333335,0.54375,0.78125,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,68,perturbation_magnitude,0.0
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32395833333333335,0.54375,0.78125,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,68,perturbation_magnitude,0.0
2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2833333333333333,0.525,0.771875,0.625,0.9125,0.925,0.2,0.0,30,5,20,1,5,5,0.0,16,69,perturbation_magnitude,0.0
4,1.0,0.0,0.0,0.0,0.0,0.7,1.0,1.0,1.0,0.2833333333333333,0.525,0.771875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,69,perturbation_magnitude,0.0
8,1.0,0.8,0.0,0.3,0.8,1.0,1.0,1.0,1.0,0.2833333333333333,0.525,0.771875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,69,perturbation_magnitude,0.0
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2833333333333333,0.525,0.771875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,69,perturbation_magnitude,0.0
2,0.6000000000000001,0.0,1.0,0.0,0.0,0.3,0.0,0.4,0.8,0.31979166666666664,0.53125,0.7859375,0.625,0.9125,0.925,0.6000000000000001,0.0,30,5,20,1,5,5,0.4,16,70,perturbation_magnitude,0.1
4,1.0,0.2,0.0,0.0,0.2,0.55,1.0,1.0,1.0,0.31979166666666664,0.53125,0.7859375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,70,perturbation_magnitude,0.1
8,1.0,1.0,0.0,0.03333333333333333,1.0,1.0,1.0,1.0,1.0,0.31979166666666664,0.53125,0.7859375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,70,perturbation_magnitude,0.1
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31979166666666664,0.53125,0.7859375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,70,perturbation_magnitude,0.1
2,0.5,0.0,1.0,0.0,0.0,0.05,0.0,0.4,0.6,0.33229166666666665,0.54375,0.7765625,0.625,0.91875,0.925,0.5,0.0,30,5,20,1,5,5,0.4,16,71,perturbation_magnitude,0.1
4,0.9,0.0,0.0,0.0,0.0,0.6,1.0,0.8,1.0,0.33229166666666665,0.54375,0.7765625,0.625,0.91875,0.925,-0.09999999999999998,1.0,30,5,20,1,5,5,0.8,8,71,perturbation_magnitude,0.1
8,1.0,1.0,0.0,0.1,1.0,1.0,1.0,1.0,1.0,0.33229166666666665,0.54375,0.7765625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,71,perturbation_magnitude,0.1
16,1.0,1.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0,0.33229166666666665,0.54375,0.7765625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,71,perturbation_magnitude,0.1
2,0.30000000000000004,0.0,1.0,0.0,0.0,0.05,0.0,0.2,0.4,0.29791666666666666,0.54375,0.7359375,0.625,0.90625,0.925,0.30000000000000004,0.0,30,5,20,1,5,5,0.2,16,72,perturbation_magnitude,0.1
4,0.9,0.4,0.0,0.0,0.4,0.6,1.0,0.8,1.0,0.29791666666666666,0.54375,0.7359375,0.625,0.90625,0.925,-0.09999999999999998,1.0,30,5,20,1,5,5,0.8,8,72,perturbation_magnitude,0.1
8,1.0,0.8,0.0,0.16666666666666666,0.8,1.0,1.0,1.0,1.0,0.29791666666666666,0.54375,0.7359375,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,72,perturbation_magnitude,0.1
16,1.0,1.0,0.0,0.9,1.0,1.0,1.0,1.0,1.0,0.29791666666666666,0.54375,0.7359375,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,72,perturbation_magnitude,0.1
2,0.4,0.0,1.0,0.0,0.0,0.05,0.0,0.4,0.4,0.3260416666666667,0.53125,0.778125,0.625,0.90625,0.925,0.4,0.0,30,5,20,1,5,5,0.4,16,73,perturbation_magnitude,0.1
4,1.0,0.0,1.0,0.0,0.0,0.75,0.0,1.0,1.0,0.3260416666666667,0.53125,0.778125,0.625,0.90625,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,73,perturbation_magnitude,0.1
8,1.0,0.8,0.0,0.0,0.8,1.0,1.0,1.0,1.0,0.3260416666666667,0.53125,0.778125,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,73,perturbation_magnitude,0.1
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3260416666666667,0.53125,0.778125,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,73,perturbation_magnitude,0.1
2,0.4,0.0,1.0,0.0,0.0,0.1,0.0,0.4,0.4,0.309375,0.53125,0.759375,0.625,0.90625,0.925,0.4,0.0,30,5,20,1,5,5,0.4,16,74,perturbation_magnitude,0.1
4,1.0,0.8,0.0,0.03333333333333333,0.8,0.8,1.0,1.0,1.0,0.309375,0.53125,0.759375,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,74,perturbation_magnitude,0.1
8,1.0,0.8,0.0,0.1,0.8,1.0,1.0,1.0,1.0,0.309375,0.53125,0.759375,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,74,perturbation_magnitude,0.1
16,1.0,1.0,0.0,0.8666666666666667,1.0,1.0,1.0,1.0,1.0,0.309375,0.53125,0.759375,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,74,perturbation_magnitude,0.1
2,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.2,0.346875,0.525,0.80625,0.625,0.9125,0.925,-0.8,1.0,30,5,20,1,5,5,0.2,16,75,perturbation_magnitude,0.1
4,1.0,0.4,0.0,0.0,0.4,0.7,1.0,1.0,1.0,0.346875,0.525,0.80625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,75,perturbation_magnitude,0.1
8,1.0,1.0,0.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,0.346875,0.525,0.80625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,75,perturbation_magnitude,0.1
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.346875,0.525,0.80625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,75,perturbation_magnitude,0.1
2,0.5,0.0,1.0,0.0,0.0,0.1,0.0,0.4,0.6,0.3697916666666667,0.5625,0.7921875,0.625,0.91875,0.925,0.5,0.0,30,5,20,1,5,5,0.4,16,76,perturbation_magnitude,0.1
4,1.0,0.0,0.0,0.0,0.0,0.85,1.0,1.0,1.0,0.3697916666666667,0.5625,0.7921875,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,76,perturbation_magnitude,0.1
8,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.3697916666666667,0.5625,0.7921875,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,76,perturbation_magnitude,0.1
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3697916666666667,0.5625,0.7921875,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,76,perturbation_magnitude,0.1
2,0.4,0.0,1.0,0.0,0.0,0.05,0.0,0.2,0.6,0.31145833333333334,0.5375,0.75,0.625,0.90625,0.925,0.4,0.0,30,5,20,1,5,5,0.2,16,77,perturbation_magnitude,0.1
4,1.0,0.4,0.0,0.0,0.4,0.6,1.0,1.0,1.0,0.31145833333333334,0.5375,0.75,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,77,perturbation_magnitude,0.1
8,1.0,1.0,0.0,0.1,1.0,0.85,1.0,1.0,1.0,0.31145833333333334,0.5375,0.75,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,77,perturbation_magnitude,0.1
16,1.0,1.0,0.0,0.7333333333333333,1.0,1.0,1.0,1.0,1.0,0.31145833333333334,0.5375,0.75,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,77,perturbation_magnitude,0.1
2,0.4,0.0,1.0,0.0,0.0,0.05,0.0,0.2,0.6,0.3145833333333333,0.55,0.7578125,0.625,0.9125,0.925,0.4,0.0,30,5,20,1,5,5,0.2,16,78,perturbation_magnitude,0.1
4,1.0,0.6,0.0,0.0,0.6,0.55,1.0,1.0,1.0,0.3145833333333333,0.55,0.7578125,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,78,perturbation_magnitude,0.1
8,1.0,1.0,0.0,0.2,1.0,1.0,1.0,1.0,1.0,0.3145833333333333,0.55,0.7578125,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,78,perturbation_magnitude,0.1
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3145833333333333,0.55,0.7578125,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,78,perturbation_magnitude,0.1
2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3145833333333333,0.53125,0.784375,0.625,0.91875,0.925,0.2,0.0,30,5,20,1,5,5,0.2,16,79,perturbation_magnitude,0.1
4,1.0,0.0,0.0,0.0,0.0,0.75,1.0,1.0,1.0,0.3145833333333333,0.53125,0.784375,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,79,perturbation_magnitude,0.1
8,1.0,0.8,0.0,0.23333333333333334,0.8,1.0,1.0,1.0,1.0,0.3145833333333333,0.53125,0.784375,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,79,perturbation_magnitude,0.1
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3145833333333333,0.53125,0.784375,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,79,perturbation_magnitude,0.1
2,0.6000000000000001,0.0,0.0,0.0,0.0,0.2,1.0,0.4,0.8,0.31354166666666666,0.53125,0.75625,0.625,0.9125,0.925,-0.3999999999999999,1.0,30,5,20,1,5,5,0.4,16,80,perturbation_magnitude,0.2
4,0.9,0.2,0.0,0.0,0.2,0.6,1.0,0.8,1.0,0.31354166666666666,0.53125,0.75625,0.625,0.9125,0.925,-0.09999999999999998,1.0,30,5,20,1,5,5,0.8,8,80,perturbation_magnitude,0.2
8,1.0,0.8,0.0,0.16666666666666666,0.8,1.0,1.0,1.0,1.0,0.31354166666666666,0.53125,0.75625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,80,perturbation_magnitude,0.2
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31354166666666666,0.53125,0.75625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,80,perturbation_magnitude,0.2
2,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.6,0.30416666666666664,0.55,0.7703125,0.625,0.91875,0.925,0.5,0.0,30,5,20,1,5,5,0.4,16,81,perturbation_magnitude,0.2
4,1.0,0.0,0.0,0.0,0.0,0.7,1.0,1.0,1.0,0.30416666666666664,0.55,0.7703125,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,81,perturbation_magnitude,0.2
8,1.0,1.0,0.0,0.26666666666666666,1.0,1.0,1.0,1.0,1.0,0.30416666666666664,0.55,0.7703125,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,81,perturbation_magnitude,0.2
16,1.0,1.0,0.0,0.7666666666666667,1.0,1.0,1.0,1.0,1.0,0.30416666666666664,0.55,0.7703125,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,81,perturbation_magnitude,0.2
2,0.4,0.0,1.0,0.0,0.0,0.05,0.0,0.2,0.6,0.36770833333333336,0.53125,0.7875,0.625,0.9125,0.925,0.4,0.0,30,5,20,1,5,5,0.2,16,82,perturbation_magnitude,0.2
4,1.0,0.0,1.0,0.0,0.0,0.85,0.0,1.0,1.0,0.36770833333333336,0.53125,0.7875,0.625,0.9125,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,82,perturbation_magnitude,0.2
8,1.0,1.0,0.0,0.7333333333333333,1.0,1.0,1.0,1.0,1.0,0.36770833333333336,0.53125,0.7875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,82,perturbation_magnitude,0.2
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.36770833333333336,0.53125,0.7875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,82,perturbation_magnitude,0.2
2,0.4,0.0,1.0,0.0,0.0,0.15,0.0,0.2,0.6,0.328125,0.53125,0.7796875,0.625,0.9125,0.925,0.4,0.0,30,5,20,1,5,5,0.2,16,83,perturbation_magnitude,0.2
4,1.0,0.0,1.0,0.0,0.0,0.6,0.0,1.0,1.0,0.328125,0.53125,0.7796875,0.625,0.9125,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,83,perturbation_magnitude,0.2
8,1.0,0.8,0.0,0.1,0.8,1.0,1.0,1.0,1.0,0.328125,0.53125,0.7796875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,83,perturbation_magnitude,0.2
16,1.0,1.0,0.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,0.328125,0.53125,0.7796875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,83,perturbation_magnitude,0.2
2,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.6,0.35520833333333335,0.54375,0.7609375,0.625,0.90625,0.925,0.4,0.0,30,5,20,1,5,5,0.2,16,84,perturbation_magnitude,0.2
4,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.35520833333333335,0.54375,0.7609375,0.625,0.90625,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,84,perturbation_magnitude,0.2
8,1.0,0.8,0.0,0.23333333333333334,0.8,1.0,1.0,1.0,1.0,0.35520833333333335,0.54375,0.7609375,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,84,perturbation_magnitude,0.2
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35520833333333335,0.54375,0.7609375,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,84,perturbation_magnitude,0.2
2,0.30000000000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.2,0.29375,0.53125,0.771875,0.625,0.91875,0.925,0.30000000000000004,0.0,30,5,20,1,5,5,0.4,16,85,perturbation_magnitude,0.2
4,1.0,0.0,0.0,0.0,0.0,0.85,1.0,1.0,1.0,0.29375,0.53125,0.771875,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,85,perturbation_magnitude,0.2
8,1.0,1.0,0.0,0.2,1.0,1.0,1.0,1.0,1.0,0.29375,0.53125,0.771875,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,85,perturbation_magnitude,0.2
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.29375,0.53125,0.771875,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,85,perturbation_magnitude,0.2
2,0.6,0.0,1.0,0.0,0.0,0.1,0.0,0.6,0.6,0.346875,0.54375,0.7734375,0.625,0.9125,0.925,0.6,0.0,30,5,20,1,5,5,0.6,16,86,perturbation_magnitude,0.2
4,0.9,0.0,0.0,0.0,0.0,0.6,1.0,0.8,1.0,0.346875,0.54375,0.7734375,0.625,0.9125,0.925,-0.09999999999999998,1.0,30,5,20,1,5,5,0.8,8,86,perturbation_magnitude,0.2
8,1.0,0.8,0.0,0.03333333333333333,0.8,1.0,1.0,1.0,1.0,0.346875,0.54375,0.7734375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,86,perturbation_magnitude,0.2
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.346875,0.54375,0.7734375,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,86,perturbation_magnitude,0.2
2,0.30000000000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.4,0.3729166666666667,0.56875,0.778125,0.625,0.9125,0.925,0.30000000000000004,0.0,30,5,20,1,5,5,0.2,16,87,perturbation_magnitude,0.2
4,1.0,0.6,0.0,0.0,0.6,0.55,1.0,1.0,1.0,0.3729166666666667,0.56875,0.778125,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,87,perturbation_magnitude,0.2
8,1.0,1.0,0.0,0.4,1.0,1.0,1.0,1.0,1.0,0.3729166666666667,0.56875,0.778125,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,87,perturbation_magnitude,0.2
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3729166666666667,0.56875,0.778125,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,87,perturbation_magnitude,0.2
2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.32083333333333336,0.54375,0.771875,0.625,0.90625,0.925,0.2,0.0,30,5,20,1,5,5,0.0,16,88,perturbation_magnitude,0.2
4,0.9,0.4,0.0,0.0,0.4,0.55,1.0,0.8,1.0,0.32083333333333336,0.54375,0.771875,0.625,0.90625,0.925,-0.09999999999999998,1.0,30,5,20,1,5,5,0.8,8,88,perturbation_magnitude,0.2
8,1.0,1.0,0.0,0.2,1.0,1.0,1.0,1.0,1.0,0.32083333333333336,0.54375,0.771875,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,88,perturbation_magnitude,0.2
16,1.0,1.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0,0.32083333333333336,0.54375,0.771875,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,88,perturbation_magnitude,0.2
2,0.4,0.0,1.0,0.0,0.0,0.05,0.0,0.2,0.6,0.38333333333333336,0.5375,0.771875,0.625,0.90625,0.925,0.4,0.0,30,5,20,1,5,5,0.2,16,89,perturbation_magnitude,0.2
4,1.0,0.4,0.0,0.0,0.4,0.6,1.0,1.0,1.0,0.38333333333333336,0.5375,0.771875,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,89,perturbation_magnitude,0.2
8,1.0,1.0,0.0,0.8,1.0,1.0,1.0,1.0,1.0,0.38333333333333336,0.5375,0.771875,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,89,perturbation_magnitude,0.2
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38333333333333336,0.5375,0.771875,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,89,perturbation_magnitude,0.2
2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.284375,0.525,0.7796875,0.625,0.9125,0.925,0.2,0.0,30,5,20,1,5,5,0.2,16,90,perturbation_magnitude,0.4
4,1.0,0.6,0.0,0.0,0.6,0.85,1.0,1.0,1.0,0.284375,0.525,0.7796875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,90,perturbation_magnitude,0.4
8,1.0,1.0,0.0,0.1,1.0,1.0,1.0,1.0,1.0,0.284375,0.525,0.7796875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,90,perturbation_magnitude,0.4
16,1.0,1.0,0.0,0.7,1.0,1.0,1.0,1.0,1.0,0.284375,0.525,0.7796875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,90,perturbation_magnitude,0.4
2,0.5,0.0,1.0,0.0,0.0,0.1,0.0,0.2,0.8,0.37395833333333334,0.54375,0.790625,0.625,0.91875,0.925,0.5,0.0,30,5,20,1,5,5,0.2,16,91,perturbation_magnitude,0.4
4,1.0,0.2,0.0,0.0,0.2,1.0,1.0,1.0,1.0,0.37395833333333334,0.54375,0.790625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,91,perturbation_magnitude,0.4
8,1.0,1.0,0.0,0.4,1.0,1.0,1.0,1.0,1.0,0.37395833333333334,0.54375,0.790625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,91,perturbation_magnitude,0.4
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37395833333333334,0.54375,0.790625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,91,perturbation_magnitude,0.4
2,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3104166666666667,0.53125,0.790625,0.625,0.91875,0.925,0.4,0.0,30,5,20,1,5,5,0.4,16,92,perturbation_magnitude,0.4
4,1.0,0.0,0.0,0.0,0.0,0.85,1.0,1.0,1.0,0.3104166666666667,0.53125,0.790625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,92,perturbation_magnitude,0.4
8,1.0,1.0,0.0,0.4,1.0,1.0,1.0,1.0,1.0,0.3104166666666667,0.53125,0.790625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,92,perturbation_magnitude,0.4
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3104166666666667,0.53125,0.790625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,92,perturbation_magnitude,0.4
2,0.30000000000000004,0.0,1.0,0.0,0.0,0.05,0.0,0.4,0.2,0.3177083333333333,0.54375,0.7765625,0.625,0.91875,0.925,0.30000000000000004,0.0,30,5,20,1,5,5,0.4,16,93,perturbation_magnitude,0.4
4,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.3177083333333333,0.54375,0.7765625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,93,perturbation_magnitude,0.4
8,1.0,1.0,0.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,0.3177083333333333,0.54375,0.7765625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,93,perturbation_magnitude,0.4
16,1.0,1.0,0.0,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,0.3177083333333333,0.54375,0.7765625,0.625,0.91875,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,93,perturbation_magnitude,0.4
2,0.4,0.0,1.0,0.0,0.0,0.05,0.0,0.2,0.6,0.3302083333333333,0.54375,0.765625,0.625,0.9125,0.925,0.4,0.0,30,5,20,1,5,5,0.2,16,94,perturbation_magnitude,0.4
4,1.0,0.0,0.0,0.0,0.0,0.65,1.0,1.0,1.0,0.3302083333333333,0.54375,0.765625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,94,perturbation_magnitude,0.4
8,1.0,1.0,0.0,0.4,1.0,1.0,1.0,1.0,1.0,0.3302083333333333,0.54375,0.765625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,94,perturbation_magnitude,0.4
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3302083333333333,0.54375,0.765625,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,94,perturbation_magnitude,0.4
2,0.30000000000000004,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.4,0.31979166666666664,0.525,0.7875,0.625,0.9125,0.925,0.30000000000000004,0.0,30,5,20,1,5,5,0.2,16,95,perturbation_magnitude,0.4
4,1.0,0.0,0.0,0.0,0.0,0.65,1.0,1.0,1.0,0.31979166666666664,0.525,0.7875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,8,95,perturbation_magnitude,0.4
8,1.0,1.0,0.0,0.36666666666666664,1.0,1.0,1.0,1.0,1.0,0.31979166666666664,0.525,0.7875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,95,perturbation_magnitude,0.4
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31979166666666664,0.525,0.7875,0.625,0.9125,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,95,perturbation_magnitude,0.4
2,0.4,0.0,1.0,0.0,0.0,0.05,0.0,0.2,0.6,0.33229166666666665,0.53125,0.771875,0.625,0.90625,0.925,0.4,0.0,30,5,20,1,5,5,0.2,16,96,perturbation_magnitude,0.4
4,1.0,0.0,1.0,0.0,0.0,0.65,0.0,1.0,1.0,0.33229166666666665,0.53125,0.771875,0.625,0.90625,0.925,1.0,0.0,30,5,20,1,5,5,1.0,8,96,perturbation_magnitude,0.4
8,1.0,1.0,0.0,0.2,1.0,1.0,1.0,1.0,1.0,0.33229166666666665,0.53125,0.771875,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,4,96,perturbation_magnitude,0.4
16,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33229166666666665,0.53125,0.771875,0.625,0.90625,0.925,0.0,1.0,30,5,20,1,5,5,1.0,2,96,perturbation_magnitude,0.4
